"Local.Date.and.Time","participant","trial","Emo","Response","onset_t","react_t","csum_t","t_s","t_m"
"21/10/2024 17:05:28","M77468",5,"bored",30,1859.40000000002,4698.20000000001,88885.0999999904,237,3.95
"21/10/2024 17:06:04","M77468",6,"happy",81,2687.09999999998,4708.89999999997,93593.9999999904,273,4.55
"21/10/2024 17:06:08","M77468",6,"frustrated",0,2344.40000000002,4011.39999999927,97605.3999999896,277,4.61666666666667
"21/10/2024 17:06:13","M77468",6,"bored",30,1510.60000000003,4839.70000000001,102445.09999999,282,4.7
"21/10/2024 17:06:49","M77468",7,"happy",81,2193.90000000002,4980.29999999853,107425.399999988,318,5.3
"21/10/2024 17:06:53","M77468",7,"bored",30,1632.59999999998,3778.50000000006,111203.899999988,322,5.36666666666667
"21/10/2024 17:06:55","M77468",7,"frustrated",0,1182.29999999999,2627.29999999999,113831.199999988,324,5.4
"21/10/2024 17:07:31","M77468",8,"bored",31,2043.09999999998,4711.70000000001,118542.899999988,360,6
"21/10/2024 17:07:34","M77468",8,"happy",81,1190.89999999997,3168.19999999995,121711.099999988,363,6.05
"21/10/2024 17:07:36","M77468",8,"frustrated",0,931.200000000012,1918.79999999999,123629.899999988,365,6.08333333333333
"21/10/2024 17:08:13","M77468",9,"bored",31,3783,6252.6999999985,129882.599999987,402,6.7
"21/10/2024 17:08:16","M77468",9,"frustrated",0,1385.79999999999,2851.39999999775,132733.999999984,405,6.75
"21/10/2024 17:08:20","M77468",9,"happy",81,1591.20000000001,4089.20000000001,136823.199999984,409,6.81666666666667
"21/10/2024 17:08:55","M77468",10,"frustrated",0,3017.40000000002,4162.59999999928,140985.799999984,444,7.4
"21/10/2024 17:08:59","M77468",10,"happy",81,1778.90000000002,3343.69999999704,144329.499999981,448,7.46666666666667
"21/10/2024 17:09:02","M77468",10,"bored",32,1385.40000000002,3618.29999999999,147947.799999981,451,7.51666666666667
"21/10/2024 17:09:40","M77468",11,"frustrated",0,5120.59999999998,6322.899999997,154270.699999978,489,8.15
"21/10/2024 17:09:45","M77468",11,"bored",32,3499.59999999998,5633.39999999997,159904.099999978,494,8.23333333333333
"21/10/2024 17:09:49","M77468",11,"happy",81,1245.60000000003,3329.70000000013,163233.799999978,498,8.3
"21/10/2024 17:10:25","M77468",12,"bored",32,2578.19999999995,5345,168578.799999978,534,8.9
"21/10/2024 17:10:28","M77468",12,"happy",81,1436,2821.09999999846,171399.899999976,537,8.95
"21/10/2024 17:10:32","M77468",12,"frustrated",1,1413.80000000005,3926.09999999998,175325.999999976,541,9.01666666666667
"21/10/2024 17:11:53","M18235",0,"bored",34,3666.10000000001,5792.20000000038,5792.20000000038,0,0
"21/10/2024 17:11:59","M18235",0,"happy",76,3770.4,5170.09999999982,10962.3000000002,6,0.1
"21/10/2024 17:12:05","M18235",0,"frustrated",55,4521.2,6055.90000000001,17018.2000000002,12,0.2
"21/10/2024 17:12:44","M18235",1,"frustrated",50,6702.3,8228.30000000019,25246.5000000004,51,0.85
"21/10/2024 17:12:50","M18235",1,"happy",50,3428.39999999999,6447.20000000019,31693.7000000006,57,0.95
"21/10/2024 17:13:00","M18235",1,"bored",59,4066.5,9632.30000000019,41326.0000000008,67,1.11666666666667
"21/10/2024 17:13:41","M18235",2,"happy",43,7695.10000000001,10193.4999999998,51519.5000000006,108,1.8
"21/10/2024 17:13:48","M18235",2,"bored",65,2827.79999999999,7098.5,58618.0000000006,115,1.91666666666667
"21/10/2024 17:13:52","M18235",2,"frustrated",61,2544.29999999999,3447.90000000037,62065.9000000009,119,1.98333333333333
"21/10/2024 17:14:31","M18235",3,"bored",59,6297.89999999999,8669.70000000036,70735.6000000013,158,2.63333333333333
"21/10/2024 17:14:55","M18235",3,"happy",43,17429.7,24108.9,94844.5000000013,182,3.03333333333333
"21/10/2024 17:15:00","M18235",3,"frustrated",65,1985.29999999999,4380.79999999999,99225.3000000013,187,3.11666666666667
"21/10/2024 17:15:49","M18235",4,"happy",41,14998.2,18286.3000000004,117511.600000002,236,3.93333333333333
"21/10/2024 17:15:53","M18235",4,"bored",69,2114.59999999998,3907.90000000002,121419.500000002,240,4
"21/10/2024 17:15:57","M18235",4,"frustrated",69,3098.89999999997,4346.70000000036,125766.200000002,244,4.06666666666667
"21/10/2024 17:16:33","M18235",5,"frustrated",75,2223.09999999998,5099.40000000055,130865.600000003,280,4.66666666666667
"21/10/2024 17:16:37","M18235",5,"bored",73,1476.59999999998,3354.89999999979,134220.500000002,284,4.73333333333333
"21/10/2024 17:16:45","M18235",5,"happy",40,1543.20000000001,8266.39999999997,142486.900000002,292,4.86666666666667
"21/10/2024 17:17:24","M18235",6,"happy",31,6164.29999999999,7515.50000000006,150002.400000002,331,5.51666666666667
"21/10/2024 17:17:28","M18235",6,"frustrated",76,2394.09999999998,4040.70000000036,154043.100000003,335,5.58333333333333
"21/10/2024 17:17:30","M18235",6,"bored",79,1476.40000000002,2642.60000000021,156685.700000003,337,5.61666666666667
"21/10/2024 17:18:07","M18235",7,"frustrated",82,2189.79999999999,5317.59999999998,162003.300000003,374,6.23333333333333
"21/10/2024 17:18:13","M18235",7,"happy",45,2815.40000000002,6289.50000000006,168292.800000003,380,6.33333333333333
"21/10/2024 17:18:17","M18235",7,"bored",81,1868.59999999998,3678.70000000001,171971.500000003,384,6.4
"21/10/2024 17:18:54","M18235",8,"happy",43,4425.09999999998,6197.70000000001,178169.200000003,421,7.01666666666667
"21/10/2024 17:18:59","M18235",8,"frustrated",89,1388.89999999997,5525.20000000054,183694.400000004,426,7.1
"21/10/2024 17:19:02","M18235",8,"bored",88,1259.5,2649.8000000004,186344.200000004,429,7.15
"21/10/2024 17:19:38","M18235",9,"happy",36,3774.20000000001,5015.5,191359.700000004,465,7.75
"21/10/2024 17:19:40","M18235",9,"frustrated",95,1267.69999999995,2364.59999999998,193724.300000004,467,7.78333333333333
"21/10/2024 17:19:43","M18235",9,"bored",96,2027,3132.19999999995,196856.500000004,470,7.83333333333333
"21/10/2024 17:20:24","M18235",10,"frustrated",94,4141.60000000009,9197.50000000023,206054.000000004,511,8.51666666666667
"21/10/2024 17:20:26","M18235",10,"bored",97,1026,2093.80000000005,208147.800000004,513,8.55
"21/10/2024 17:20:28","M18235",10,"happy",36,1634.90000000002,2666.50000000035,210814.300000005,515,8.58333333333333
"21/10/2024 17:21:05","M18235",11,"bored",100,3336.69999999995,6007.40000000037,216821.700000005,552,9.2
"21/10/2024 17:21:10","M18235",11,"happy",38,3553.5,4479.50000000012,221301.200000005,557,9.28333333333333
"21/10/2024 17:21:14","M18235",11,"frustrated",90,1426.39999999991,4338.99999999977,225640.200000005,561,9.35
"21/10/2024 17:21:49","M18235",12,"bored",39,2252.29999999993,3628.59999999998,229268.800000005,596,9.93333333333333
"21/10/2024 17:21:58","M18235",12,"happy",35,3599.40000000002,9221.60000000009,238490.400000005,605,10.0833333333333
"21/10/2024 17:22:03","M18235",12,"frustrated",95,1463.89999999991,4946.49999999988,243436.900000005,610,10.1666666666667
"21/10/2024 17:26:21","M21392",0,"bored",50,2039.3,5398.4,5398.4,0,0
"21/10/2024 17:26:24","M21392",0,"frustrated",1,2372.4,3045.79999995232,8444.19999995232,3,0.05
"21/10/2024 17:26:28","M21392",0,"happy",68,2865.5,3722.79999996424,12166.9999999166,7,0.116666666666667
"21/10/2024 17:27:02","M21392",1,"happy",65,2372.60000000001,3183.09999995232,15350.0999998689,41,0.683333333333333
"21/10/2024 17:27:05","M21392",1,"bored",48,2706.2,3324.19999995231,18674.2999998212,44,0.733333333333333
"21/10/2024 17:27:08","M21392",1,"frustrated",0,1572.79999999999,2565.29999997615,21239.5999997973,47,0.783333333333333
"21/10/2024 17:27:43","M21392",2,"frustrated",1,3052.3,3892.49999999999,25132.0999997973,82,1.36666666666667
"21/10/2024 17:27:45","M21392",2,"bored",49,2119.5,2864.69999996424,27996.7999997616,84,1.4
"21/10/2024 17:27:47","M21392",2,"happy",58,1399.39999999999,1959.40000000001,29956.1999997616,86,1.43333333333333
"21/10/2024 17:28:26","M21392",3,"frustrated",3,7010.79999999999,7983.69999999998,37939.8999997616,125,2.08333333333333
"21/10/2024 17:28:31","M21392",3,"bored",51,4038.70000000001,4703.99999997616,42643.8999997377,130,2.16666666666667
"21/10/2024 17:28:33","M21392",3,"happy",56,1652.79999999999,2286.29999995232,44930.19999969,132,2.2
"21/10/2024 17:29:08","M21392",4,"happy",64,2612.39999999999,3353.39999999999,48283.59999969,167,2.78333333333333
"21/10/2024 17:29:10","M21392",4,"bored",56,1932.39999999999,2647.49999998807,50931.0999996781,169,2.81666666666667
"21/10/2024 17:29:13","M21392",4,"frustrated",2,1492.60000000001,2409.20000000001,53340.2999996781,172,2.86666666666667
"21/10/2024 17:29:48","M21392",5,"bored",47,3185.40000000002,4090.59999997617,57430.8999996543,207,3.45
"21/10/2024 17:29:50","M21392",5,"happy",66,1119.70000000001,1799.20000000001,59230.0999996543,209,3.48333333333333
"21/10/2024 17:29:52","M21392",5,"frustrated",3,1599.39999999999,2470.09999996424,61700.1999996185,211,3.51666666666667
"21/10/2024 17:30:30","M21392",6,"bored",56,5865.29999999999,7072.79999996425,68772.9999995828,249,4.15
"21/10/2024 17:30:33","M21392",6,"happy",56,2199.09999999998,3198.79999999999,71971.7999995828,252,4.2
"21/10/2024 17:30:38","M21392",6,"frustrated",0,3865.79999999999,5223.99999998807,77195.7999995708,257,4.28333333333333
"21/10/2024 17:31:12","M21392",7,"happy",55,1946.10000000003,3025.39999998809,80221.1999995589,291,4.85
"21/10/2024 17:31:15","M21392",7,"frustrated",1,1679.09999999998,2755.39999996423,82976.5999995232,294,4.9
"21/10/2024 17:31:18","M21392",7,"bored",4,2305.90000000002,3051.90000000002,86028.4999995232,297,4.95
"21/10/2024 17:31:52","M21392",8,"happy",61,1066.39999999997,2337.99999997613,88366.4999994993,331,5.51666666666667
"21/10/2024 17:31:54","M21392",8,"frustrated",3,1266.20000000001,2199.80000000005,90566.2999994994,333,5.55
"21/10/2024 17:31:56","M21392",8,"bored",58,1092.59999999998,1864.59999999998,92430.8999994993,335,5.58333333333333
"21/10/2024 17:32:29","M21392",9,"happy",63,1452.90000000002,2226.29999999999,94657.1999994993,368,6.13333333333333
"21/10/2024 17:32:31","M21392",9,"frustrated",2,1625.79999999999,2399.60000000003,97056.7999994994,370,6.16666666666667
"21/10/2024 17:32:33","M21392",9,"bored",56,1305.89999999997,2255.69999996421,99312.4999994636,372,6.2
"21/10/2024 17:33:07","M21392",10,"frustrated",3,1959.40000000002,2712.39999997616,102024.89999944,406,6.76666666666667
"21/10/2024 17:33:09","M21392",10,"bored",39,1532.79999999999,2348.0999999523,104372.999999392,408,6.8
"21/10/2024 17:33:12","M21392",10,"happy",57,1559.90000000002,2198.29999995232,106571.299999344,411,6.85
"21/10/2024 17:33:55","M21392",11,"happy",65,11569.4,12209.5,118780.799999344,454,7.56666666666667
"21/10/2024 17:34:00","M21392",11,"frustrated",2,4611.5,5581.49999996426,124362.299999309,459,7.65
"21/10/2024 17:34:05","M21392",11,"bored",46,2412.5,4691.40000000002,129053.699999309,464,7.73333333333333
"21/10/2024 17:34:42","M21392",12,"happy",62,4451.49999999994,5536.89999996423,134590.599999273,501,8.35
"21/10/2024 17:34:44","M21392",12,"frustrated",2,1479.69999999995,2213.29999999993,136803.899999273,503,8.38333333333333
"21/10/2024 17:34:46","M21392",12,"bored",39,853,1694.09999996424,138497.999999237,505,8.41666666666667
"21/10/2024 17:59:08","M03456",0,"frustrated",20,7680,12110,12110,0,0
"21/10/2024 17:59:16","M03456",0,"bored",40,4214.8,7182.59999997616,19292.5999999762,8,0.133333333333333
"21/10/2024 17:59:24","M03456",0,"happy",35,1899.2,8240.6,27533.1999999762,16,0.266666666666667
"21/10/2024 17:59:59","M03456",1,"bored",50,2116.09999999999,4167.29999996423,31700.4999999404,51,0.85
"21/10/2024 18:00:04","M03456",1,"happy",30,1699.29999999999,4914.60000000001,36615.0999999404,56,0.933333333333333
"21/10/2024 18:00:12","M03456",1,"frustrated",30,4514.79999999999,7926.20000001192,44541.2999999523,64,1.06666666666667
"21/10/2024 18:00:54","M03456",2,"bored",55,4914.29999999999,10971.0999999881,55512.3999999404,106,1.76666666666667
"21/10/2024 18:01:00","M03456",2,"happy",25,2282.20000000001,5854.70000000001,61367.0999999404,112,1.86666666666667
"21/10/2024 18:01:06","M03456",2,"frustrated",20,2149.19999999998,6647.59999999998,68014.6999999404,118,1.96666666666667
"21/10/2024 18:01:42","M03456",3,"frustrated",20,2698.89999999999,4631.10000001191,72645.7999999523,154,2.56666666666667
"21/10/2024 18:01:47","M03456",3,"bored",60,2532.30000000002,4904.00000001193,77549.7999999642,159,2.65
"21/10/2024 18:01:55","M03456",3,"happy",25,1549.29999999999,8612.89999999999,86162.6999999642,167,2.78333333333333
"21/10/2024 18:02:36","M03456",4,"happy",25,2199.20000000001,9367.40000001193,95530.0999999762,208,3.46666666666667
"21/10/2024 18:02:41","M03456",4,"bored",60,2365.60000000001,5704.70000001192,101234.799999988,213,3.55
"21/10/2024 18:02:47","M03456",4,"frustrated",20,2582.29999999999,6124.29999999999,107359.099999988,219,3.65
"21/10/2024 18:03:25","M03456",5,"frustrated",30,2632.29999999999,6285.89999996423,113644.999999952,257,4.28333333333333
"21/10/2024 18:03:30","M03456",5,"happy",20,1982.5,5128.49999998807,118773.49999994,262,4.36666666666667
"21/10/2024 18:03:34","M03456",5,"bored",70,1415.79999999999,4481.59999999998,123255.09999994,266,4.43333333333333
"21/10/2024 18:04:10","M03456",6,"happy",21,2398.70000000001,4869.50000001193,128124.599999952,302,5.03333333333333
"21/10/2024 18:04:15","M03456",6,"frustrated",35,1599.29999999999,5242.80000001192,133367.399999964,307,5.11666666666667
"21/10/2024 18:04:22","M03456",6,"bored",75,2199.20000000001,6460.20000001194,139827.599999976,314,5.23333333333333
"21/10/2024 18:05:01","M03456",7,"happy",15,2865.20000000001,8408.99999996426,148236.59999994,353,5.88333333333333
"21/10/2024 18:05:06","M03456",7,"bored",80,1965.79999999999,4904.4000000119,153140.999999952,358,5.96666666666667
"21/10/2024 18:05:09","M03456",7,"frustrated",35,1649.29999999999,2947.50000001193,156088.499999964,361,6.01666666666667
"21/10/2024 18:05:45","M03456",8,"bored",80,3564.89999999997,4579.79999998806,160668.299999952,397,6.61666666666667
"21/10/2024 18:05:52","M03456",8,"happy",15,1666.10000000003,7930.59999999998,168598.899999952,404,6.73333333333333
"21/10/2024 18:05:58","M03456",8,"frustrated",60,766,5238.5999999881,173837.49999994,410,6.83333333333333
"21/10/2024 18:06:31","M03456",9,"bored",80,1499.29999999999,2490.79999996425,176328.299999905,443,7.38333333333333
"21/10/2024 18:06:35","M03456",9,"happy",10,1865.70000000001,3461.79999997618,179790.099999881,447,7.45
"21/10/2024 18:06:44","M03456",9,"frustrated",65,3215.29999999999,9694.5,189484.599999881,456,7.6
"21/10/2024 18:07:28","M03456",10,"bored",85,2465.70000000007,13174.3,202658.899999881,500,8.33333333333333
"21/10/2024 18:07:33","M03456",10,"frustrated",75,1749.19999999995,4507.00000001187,207165.899999893,505,8.41666666666667
"21/10/2024 18:07:37","M03456",10,"happy",10,1182.69999999995,4590.09999999998,211755.999999893,509,8.48333333333333
"21/10/2024 18:08:15","M03456",11,"happy",5,1449.30000000005,6846.49999998813,218602.499999881,547,9.11666666666667
"21/10/2024 18:08:18","M03456",11,"bored",90,966.400000000023,3215.09999999998,221817.599999881,550,9.16666666666667
"21/10/2024 18:08:22","M03456",11,"frustrated",85,1066.40000000002,3421.5,225239.099999881,554,9.23333333333333
"21/10/2024 18:08:59","M03456",12,"bored",90,1449.19999999995,6470.69999996421,231709.799999845,591,9.85
"21/10/2024 18:09:04","M03456",12,"happy",5,1016.10000000009,4481.80000000005,236191.599999845,596,9.93333333333333
"21/10/2024 18:09:09","M03456",12,"frustrated",85,1232.70000000007,5661.0999999881,241852.699999833,601,10.0166666666667
"21/10/2024 18:20:29","M94387",0,"happy",4,1833,2355.1,2355.1,0,0
"21/10/2024 18:20:31","M94387",0,"bored",81,1322.6,1843.80000004768,4198.90000004768,2,0.0333333333333333
"21/10/2024 18:20:32","M94387",0,"frustrated",1,1111.1,1655.9,5854.80000004768,3,0.05
"21/10/2024 18:21:06","M94387",1,"happy",9,2721.8,3282.20000009537,9137.00000014305,37,0.616666666666667
"21/10/2024 18:21:08","M94387",1,"frustrated",9,944.400000000001,1517.60000002384,10654.6000001669,39,0.65
"21/10/2024 18:21:09","M94387",1,"bored",88,722.599999999999,1238.80000009537,11893.4000002623,40,0.666666666666667
"21/10/2024 18:21:43","M94387",2,"bored",96,2132.89999999999,2747,14640.4000002623,74,1.23333333333333
"21/10/2024 18:21:45","M94387",2,"frustrated",1,1111.10000000001,1644.80000007153,16285.2000003338,76,1.26666666666667
"21/10/2024 18:21:47","M94387",2,"happy",17,1288.3,2001.50000007152,18286.7000004053,78,1.3
"21/10/2024 18:22:20","M94387",3,"bored",99,1510.8,2041.10000007153,20327.8000004768,111,1.85
"21/10/2024 18:22:22","M94387",3,"happy",1,1855.59999999999,2312.30000002384,22640.1000005007,113,1.88333333333333
"21/10/2024 18:22:23","M94387",3,"frustrated",18,867.100000000006,1416.30000002385,24056.4000005245,114,1.9
"21/10/2024 18:22:58","M94387",4,"bored",99,3066.20000000001,3763.60000002384,27820.0000005484,149,2.48333333333333
"21/10/2024 18:23:01","M94387",4,"frustrated",6,2111,2576.89999999999,30396.9000005484,152,2.53333333333333
"21/10/2024 18:23:02","M94387",4,"happy",1,967.099999999977,1498.90000002383,31895.8000005722,153,2.55
"21/10/2024 18:23:36","M94387",5,"frustrated",21,1933.10000000001,2584.20000007152,34480.0000006437,187,3.11666666666667
"21/10/2024 18:23:39","M94387",5,"bored",99,2711.39999999999,3247.30000007153,37727.3000007152,190,3.16666666666667
"21/10/2024 18:23:40","M94387",5,"happy",1,877.899999999994,1449.90000007153,39177.2000007868,191,3.18333333333333
"21/10/2024 18:24:15","M94387",6,"bored",98,3566.30000000002,4180.20000000001,43357.4000007868,226,3.76666666666667
"21/10/2024 18:24:17","M94387",6,"frustrated",22,977.399999999994,1561.80000007153,44919.2000008583,228,3.8
"21/10/2024 18:24:18","M94387",6,"happy",1,788.899999999994,1327.00000004767,46246.200000906,229,3.81666666666667
"21/10/2024 18:24:56","M94387",7,"frustrated",16,5899.59999999998,6458.9000000715,52705.1000009775,267,4.45
"21/10/2024 18:24:57","M94387",7,"happy",2,744.900000000023,1332.30000007153,54037.400001049,268,4.46666666666667
"21/10/2024 18:24:59","M94387",7,"bored",99,1089.29999999999,1681.40000002383,55718.8000010728,270,4.5
"21/10/2024 18:25:33","M94387",8,"frustrated",15,2322.09999999998,2842.70000009536,58561.5000011682,304,5.06666666666667
"21/10/2024 18:25:34","M94387",8,"happy",0,1022.79999999999,1586.50000009534,60148.0000012635,305,5.08333333333333
"21/10/2024 18:25:35","M94387",8,"bored",100,621.900000000023,1199.20000000001,61347.2000012635,306,5.1
"21/10/2024 18:26:09","M94387",9,"happy",2,1966.70000000001,2666.20000007155,64013.4000013351,340,5.66666666666667
"21/10/2024 18:26:11","M94387",9,"frustrated",17,1466.70000000001,2148.00000004767,66161.4000013828,342,5.7
"21/10/2024 18:26:14","M94387",9,"bored",98,1922.29999999999,2663.20000004768,68824.6000014304,345,5.75
"21/10/2024 18:26:47","M94387",10,"happy",4,1478.20000000001,1992.4000000477,70817.0000014782,378,6.3
"21/10/2024 18:26:48","M94387",10,"bored",100,1011.20000000001,1548.40000000002,72365.4000014782,379,6.31666666666667
"21/10/2024 18:26:50","M94387",10,"frustrated",14,632.900000000023,1394.80000007153,73760.2000015497,381,6.35
"21/10/2024 18:27:23","M94387",11,"frustrated",21,1622,2289.30000007153,76049.5000016212,414,6.9
"21/10/2024 18:27:25","M94387",11,"happy",4,955.400000000023,1632.90000009537,77682.4000017166,416,6.93333333333333
"21/10/2024 18:27:26","M94387",11,"bored",96,810.799999999988,1473.70000002382,79156.1000017404,417,6.95
"21/10/2024 18:28:01","M94387",12,"bored",1,1355.09999999998,4364.50000009534,83520.6000018358,452,7.53333333333333
"21/10/2024 18:28:04","M94387",12,"happy",9,1688.5,2366.20000000007,85886.8000018358,455,7.58333333333333
"21/10/2024 18:28:06","M94387",12,"frustrated",19,1522.19999999995,2158.80000004766,88045.6000018835,457,7.61666666666667
"21/10/2024 18:22:52","M07530",0,"frustrated",0,2272.5,3566.79999997616,3566.79999997616,0,0
"21/10/2024 18:22:56","M07530",0,"bored",0,1654.4,3899.6,7466.39999997616,4,0.0666666666666667
"21/10/2024 18:23:00","M07530",0,"happy",50,1363.5,4646.50000002384,12112.9,8,0.133333333333333
"21/10/2024 18:23:37","M07530",1,"bored",52,4508.7,5441.30000002384,17554.2000000238,45,0.75
"21/10/2024 18:23:40","M07530",1,"frustrated",0,2145.3,3014.90000002384,20569.1000000477,48,0.8
"21/10/2024 18:23:43","M07530",1,"happy",50,1381.7,3446.19999995232,24015.3,51,0.85
"21/10/2024 18:24:18","M07530",2,"frustrated",0,2811.89999999999,3773.7,27789,86,1.43333333333333
"21/10/2024 18:24:21","M07530",2,"bored",59,1448.40000000001,2874.69999997616,30663.6999999762,89,1.48333333333333
"21/10/2024 18:24:23","M07530",2,"happy",50,933.199999999997,2318.8,32982.4999999762,91,1.51666666666667
"21/10/2024 18:24:57","M07530",3,"bored",67,1666.5,2353.89999992849,35336.3999999047,125,2.08333333333333
"21/10/2024 18:25:00","M07530",3,"frustrated",0,2224.20000000001,3192.10000002384,38528.4999999285,128,2.13333333333333
"21/10/2024 18:25:02","M07530",3,"happy",50,1363.69999999998,2129.29999997615,40657.7999999046,130,2.16666666666667
"21/10/2024 18:25:37","M07530",4,"bored",78,2951.30000000002,4354.20000002385,45011.9999999285,165,2.75
"21/10/2024 18:25:40","M07530",4,"happy",50,1230.20000000001,2269.60000002384,47281.5999999523,168,2.8
"21/10/2024 18:25:42","M07530",4,"frustrated",0,903,2052.79999995232,49334.3999999047,170,2.83333333333333
"21/10/2024 18:26:16","M07530",5,"frustrated",0,1914.89999999999,3317.99999997616,52652.3999998808,204,3.4
"21/10/2024 18:26:21","M07530",5,"happy",50,3520.89999999999,4889.0999999523,57541.4999998331,209,3.48333333333333
"21/10/2024 18:26:23","M07530",5,"bored",88,1005.89999999999,1712.90000002383,59254.3999998569,211,3.51666666666667
"21/10/2024 18:26:58","M07530",6,"frustrated",0,2854.39999999999,4327.79999999999,63582.1999998569,246,4.1
"21/10/2024 18:27:13","M07530",6,"bored",94,9805.29999999999,14797.6999999761,78379.899999833,261,4.35
"21/10/2024 18:27:15","M07530",6,"happy",50,1321.09999999998,2160.39999997616,80540.2999998092,263,4.38333333333333
"21/10/2024 18:28:00","M07530",7,"happy",50,11875.2,13915.4000000238,94455.699999833,308,5.13333333333333
"21/10/2024 18:28:04","M07530",7,"frustrated",6,1781.60000000003,4814.19999995234,99269.8999997853,312,5.2
"21/10/2024 18:28:06","M07530",7,"bored",99,896.799999999988,1657.59999997617,100927.499999761,314,5.23333333333333
"21/10/2024 18:28:41","M07530",8,"happy",50,2921,3533.09999999998,104460.599999761,349,5.81666666666667
"21/10/2024 18:28:42","M07530",8,"frustrated",12,696.900000000023,1430.10000000003,105890.699999762,350,5.83333333333333
"21/10/2024 18:28:44","M07530",8,"bored",100,993.899999999965,1701.79999992845,107592.49999969,352,5.86666666666667
"21/10/2024 18:29:19","M07530",9,"bored",100,2011.90000000002,4564.09999997617,112156.599999666,387,6.45
"21/10/2024 18:29:21","M07530",9,"frustrated",25,703,1341.00000002387,113497.59999969,389,6.48333333333333
"21/10/2024 18:29:23","M07530",9,"happy",50,721.200000000012,2732.89999992849,116230.499999618,391,6.51666666666667
"21/10/2024 18:30:31","M07530",10,"happy",50,35960.8,36596.7999999523,152827.299999571,459,7.65
"21/10/2024 18:30:35","M07530",10,"frustrated",32,1612,3894.29999997618,156721.599999547,463,7.71666666666667
"21/10/2024 18:30:38","M07530",10,"bored",100,1072.70000000001,3511.0999999523,160232.699999499,466,7.76666666666667
"21/10/2024 18:31:13","M07530",11,"bored",100,3121,3990.10000002384,164222.799999523,501,8.35
"21/10/2024 18:31:17","M07530",11,"happy",40,2290.79999999999,3597.39999997616,167820.199999499,505,8.41666666666667
"21/10/2024 18:31:31","M07530",11,"frustrated",58,981.600000000035,13683.8,181503.999999499,519,8.65
"21/10/2024 18:32:08","M07530",12,"frustrated",65,4587.5,6080.60000002384,187584.599999523,556,9.26666666666667
"21/10/2024 18:32:11","M07530",12,"happy",30,1309,2960.8000000238,190545.399999547,559,9.31666666666667
"21/10/2024 18:32:12","M07530",12,"bored",100,757.5,1477.69999995234,192023.099999499,560,9.33333333333333
"21/10/2024 18:23:44","M37895",0,"frustrated",0,1243,4323.19999999991,4323.19999999991,0,0
"21/10/2024 18:23:49","M37895",0,"happy",73,1673.5,5249.79999999981,9572.99999999972,5,0.0833333333333333
"21/10/2024 18:23:59","M37895",0,"bored",28,7305.4,9324.89999999981,18897.8999999995,15,0.25
"21/10/2024 18:24:33","M37895",1,"frustrated",0,1166.60000000001,3560.29999999981,22458.1999999993,49,0.816666666666667
"21/10/2024 18:24:36","M37895",1,"happy",100,1465.3,2518.49999999991,24976.6999999993,52,0.866666666666667
"21/10/2024 18:24:40","M37895",1,"bored",80,2569.3,3813.99999999981,28790.6999999991,56,0.933333333333333
"21/10/2024 18:25:15","M37895",2,"happy",100,3145.7,3888.00000000009,32678.6999999991,91,1.51666666666667
"21/10/2024 18:25:18","M37895",2,"bored",80,1805.5,3095.10000000001,35773.7999999992,94,1.56666666666667
"21/10/2024 18:25:20","M37895",2,"frustrated",0,2090.29999999999,2802.00000000009,38575.7999999993,96,1.6
"21/10/2024 18:25:57","M37895",3,"frustrated",0,4861,5895.50000000003,44471.2999999993,133,2.21666666666667
"21/10/2024 18:26:02","M37895",3,"happy",100,3923.59999999998,4874.90000000002,49346.1999999993,138,2.3
"21/10/2024 18:26:06","M37895",3,"bored",80,2291.59999999998,4206.79999999999,53552.9999999993,142,2.36666666666667
"21/10/2024 18:26:40","M37895",4,"happy",100,1993,2801.39999999982,56354.3999999991,176,2.93333333333333
"21/10/2024 18:26:43","M37895",4,"bored",80,1284.70000000001,3131.89999999999,59486.2999999991,179,2.98333333333333
"21/10/2024 18:26:47","M37895",4,"frustrated",0,2465.20000000001,3899.2000000001,63385.4999999992,183,3.05
"21/10/2024 18:27:21","M37895",5,"bored",80,1923.5,2822,66207.4999999992,217,3.61666666666667
"21/10/2024 18:27:24","M37895",5,"frustrated",0,1833.30000000002,2558.60000000001,68766.0999999992,220,3.66666666666667
"21/10/2024 18:27:26","M37895",5,"happy",100,1527.70000000001,2695.10000000001,71461.1999999992,222,3.7
"21/10/2024 18:28:01","M37895",6,"bored",90,2006.90000000002,3388.40000000002,74849.5999999992,257,4.28333333333333
"21/10/2024 18:28:06","M37895",6,"frustrated",11,2138.79999999999,5466.39999999991,80315.9999999992,262,4.36666666666667
"21/10/2024 18:28:08","M37895",6,"happy",100,1173.60000000003,1861.00000000006,82176.9999999992,264,4.4
"21/10/2024 18:28:44","M37895",7,"happy",100,3895.70000000001,4712.29999999999,86889.2999999992,300,5
"21/10/2024 18:28:46","M37895",7,"frustrated",12,1347.19999999995,2413.59999999998,89302.8999999992,302,5.03333333333333
"21/10/2024 18:28:48","M37895",7,"bored",100,1666.59999999998,2501.39999999991,91804.2999999991,304,5.06666666666667
"21/10/2024 18:29:22","M37895",8,"bored",100,1465.29999999999,2212.70000000001,94016.9999999991,338,5.63333333333333
"21/10/2024 18:29:25","M37895",8,"happy",100,2118.09999999998,3338.60000000009,97355.5999999992,341,5.68333333333333
